"","a","sigma","N_0","sigma_obs","z","d","b","c","e","f","sigma2","loglik","loglik.se.se"
"1",0,-0.854102678588456,0.0640655567495143,0.384807076078339,1.23816414811223,0,0.176874540728492,0.0251352827154219,0,0,-0.0836433139071833,-53.6325100806795,0.0305034020373567
"2",0,0.946590695911526,0.0591238781805687,-0.350216353950892,1.18734502297592,0,-0.224468808139973,0.0239205588084073,0,0,-0.110381523433893,-55.6792533736479,0.0473975750623159
"3",0,1.12545593464048,0.112110365849595,-0.329605172774812,1.2650779904611,0,-0.128316075422801,0.0264232061095936,0,0,0.127346460741461,-56.0357644561852,0.0156061480575375
"4",0,-1.14913685447047,0.115993795672622,0.299846061416714,1.11815343276111,0,-0.17740693158781,0.0296275118999286,0,0,-0.00102414827022241,-55.2123262814976,0.0550907386285538
"5",0,-1.20419859886448,0.114296538936974,-0.329884123756223,1.14711916997811,0,-0.175241854325364,0.035966468316315,0,0,-0.10443939066036,-56.5026204946587,0.0131237493905017
"6",0,-0.83388803185529,0.0441056839502739,-0.397102479273399,1.43792277392399,0,-0.140850762165441,0.0175746810987712,0,0,-0.0389000446859035,-54.3602356495288,0.0116897089303083
"7",0,1.09321507906405,0.102473311518768,0.334768094034376,1.27450339884158,0,-0.285782208244842,0.0204734261562129,0,0,-0.138287086232333,-58.6329113479952,0.0184116901777731
"8",0,0.943743616001297,0.125694140407984,-0.331147443304273,1.33831981958305,0,-0.161005009350196,0.00617603470759036,0,0,0.162983202215312,-58.1545165592185,0.0767817735187421
"9",0,0.921184612334446,0.0583627580201106,0.387924639093166,1.20582900299788,0,0.114560960125226,0.02283464929244,0,0,-0.0373350503159499,-55.3378030098619,0.0228697687739979
"10",0,-0.996649224176554,0.106975343668576,0.327454513058581,1.07305421193508,0,0.10680869899272,0.025936037612544,0,0,-0.148887348031367,-57.5849579412412,0.19717894342068
"11",0,0.982282545359374,0.145056789020454,-0.341069834305295,1.36023315261376,0,0.209826218393663,0.0234765232332539,0,0,-0.0605575346151457,-55.7134984144459,0.0183857612837399
"12",0,0.782751978362001,0.0637360804639783,0.396067256746372,1.23622703154731,0,0.17204744276056,0.0156067929965449,0,0,-0.145995597658573,-54.1247215582495,0.064478817285308
"13",0,-1.05457703893015,0.0799867608023466,0.328646541193258,1.29149090674427,0,-0.130255925737519,0.0296930518071775,0,0,-0.0940591424359041,-55.3510290457584,0.019104328807226
"14",0,0.919720750058339,0.135256396221626,-0.347284210749222,1.25002346245682,0,-0.183656519463298,0.034965383034393,0,0,-0.178758312187416,-54.9355372700954,0.037539796972431
"15",0,1.17808423477921,0.127371962788891,-0.320656547663333,1.10732411489552,0,0.150765201639953,0.0293255905453654,0,0,0.100654007283945,-55.3599708481339,0.0260937838871863
"16",0,1.20099902619827,0.0973655058865765,0.308484792611962,1.01442759796057,0,-0.247641589050505,0.0280200041467604,0,0,0.132522944204184,-57.7293716943407,0.0556458240662395
"17",0,-1.14259937959015,0.108777927240881,0.323298855643694,1.08068551844678,0,0.171204800656688,0.0454826992416857,0,0,0.131064462979734,-55.2302723309474,0.0235034139499157
"18",0,-1.0228737469275,0.106975601457978,0.309890319854462,1.26549425119535,0,-0.201747102183386,0.0300185558443698,0,0,-0.0636025018332403,-54.4993961876921,0.0459558479102347
"19",0,-0.67745905428577,0.0444945320263925,-0.391524295868632,1.43949002145506,0,-0.209759192700285,0.00961181835036223,0,0,-0.149510360541754,-54.939566734612,0.0541428897279513
"20",0,0.964808050529083,0.143819910600746,0.341996416107587,1.38783078791455,0,0.153267565878163,0.0229569572555937,0,0,0.00124314645274306,-55.3061531070534,0.0179896815819681
"21",0,-1.02112109903214,0.172274893857456,-0.321824124523529,1.28952628353418,0,-0.124108992622837,0.0343427782584895,0,0,-0.130032351235923,-57.0845596330352,0.0264203230237289
